$17_b$ が $97_b$ の約数であるような $b>9$ の整数基数すべての合計を求めなさい。	70
三角形 $ABC$ の辺の長さは $AB = 9$ 、$BC =$ $5\sqrt{3}$ 、 $AC = 12$ である。点 $A = P_{0}, P_{1}, P_{2}, ... , P_{2450} = B$ は線分 $\overline{AB}$ 上にあり、$k = 1, 2, ..., 2449$ のそれぞれに対して $P_{k}$ は $P_{k-1}$ と $P_{k+1}$ の間にある。同様に、点 $A = Q_{0}, Q_{1}, Q_{2}, ... , Q_{2450} = C$ は線分 $\overline{AC}$ 上にあり、$k = 1, 2, ..., 2449$ のそれぞれに対して $Q_{k}$ は $Q_{k-1}$ と $Q_{k+1}$ の間にある。さらに、各線分 $\overline{P_{k}Q_{k}}$ （$k = 1, 2, ..., 2449$） は $\overline{BC}$ に平行である。これらの線分は三角形を $2449$ の台形と $1$ の三角形を含む $2450$ の領域に分割する。これらの $2450$ の領域の面積は全て等しい。長さが有理数である線分 $\overline{P_{k}Q_{k}}$ （$k = 1, 2, ..., 2450$）の本数を求めなさい。	20
正八角形 $CAROLINE$ において、$CA = RO = LI = NE =$ $\sqrt{2}$ かつ $AR = OL = IN = EC = 1$ である。自己交差する八角形 $CORNELIA$ は、重ならない6つの三角形の領域を囲む。$K$ を $CORNELIA$ によって囲まれる領域、すなわち6つの三角形の総面積とする。ここで、$K = \frac{a}{b}$ とし、$a$ と $b$ は互いに素な正の整数である。$a + b$ を求めなさい。	23
次の数式に従う実数 $x, y, z$ を考えます。 \begin{align*} \log_2(xyz-3+\log_5 x)&=5,\\ \log_3(xyz-3+\log_5 y)&=4,\\ \log_4(xyz-3+\log_5 z)&=4。 \end{align*} $|\log_5 x|+|\log_5 y|+|\log_5 z|$ の値を求めなさい。	265
フレディというカエルが座標平面を跳び回り、水平線 $y = 24$ にある川を探しています。フェンスは水平線 $y = 0$ にあります。フレディは各ジャンプごとにランダムに座標軸に平行な方向を選び、その方向に1ユニット移動します。フレディが現在の位置が $y=0$ にある場合、同じ確率でフェンスに平行な方向にジャンプするか、フェンスから離れる方向にジャンプしますが、決してフェンスを越えて $y < 0$ の方向にジャンプすることはありません。フレディは座標 $(0, 21)$ から探索を始め、川に到達した時点で停止します。フレディが川に到達するのに必要なジャンプの期待値を求めなさい。	273
整数 $1, 2, \ldots, n$ の順列 $a_1, a_2, \ldots, a_n$ が準増加順列（quasi-increasing）であるとは、各 $ 1 \leq k \leq n-1$ に対して $a_k \leq a_{k+1} + 2$ を満たすことを意味します。例えば、$53421$ や $14253$ は整数 $1, 2, 3, 4, 5$ の準増加順列であるが、$45123$ は準増加順列ではありません。整数 $1, 2, \ldots, 7$ の準増加順列の数を求めよ。	486
各整数$n \ge 2$に対して、座標平面上の領域 $1\le x \le n$および$0 \le y \le x \left\lfloor \sqrt{x} \right\rfloor$で定義される領域の面積を$A(n)$とする。ここで、$\left\lfloor \sqrt x \right\rfloor$は$\sqrt x$を超えない最大の整数を表す。$2 \le n \le 1000$の範囲で、$A(n)$が整数となる $n$の個数を求めよ。	483
次の条件を満たす実係数の三次多項式 $f(x)$ を考える。 \[|f(1)|=|f(2)|=|f(3)|=|f(5)|=|f(6)|=|f(7)|=12.\] このとき、$|f(0)|$ を求めなさい。	72
デカルト座標平面において、双曲線$\Gamma: x^{2}-y^{2}=1$は右頂点を$A$に持ちます。中心が$y$軸上にあり、$\Gamma$の各枝とちょうど1つの共通点を持つ円を「良い円」と呼びます。2つの良い円が点$P$で外接し、その中心間の距離が$d$であるとき、$\frac{d}{|PA|}$のすべての可能な値を求めてください。	$2 \sqrt{2}$
複素数 \( z \) と \( w \) が \( z + w = 2 \) を満たすとき、 \( S = \left| z^2 - 2w \right| + \left| w^2 - 2z \right| \) の最小値を求めなさい。	$8\sqrt{5} - 16$
楕円 $\Omega$ の焦点を $F_{1}$ と $F_{2}$ とします。楕円 $\Omega$ 上の点 $P$ を（長軸の端点ではない点を）選び、三角形 $\triangle P F_{1} F_{2}$ の外接円の中心を $O$ とします。$\overrightarrow{P O} \cdot \overrightarrow{F_{1} F_{2}} = 2 \overrightarrow{P F}_{1} \cdot \overrightarrow{P F_{2}}$ が成り立つとき、楕円 $\Omega$ の離心率の最小値は $\qquad$ です。	$\frac{\sqrt{6}}{4}$
もし正の整数 \(a, b, c\) のそれぞれの桁数の合計が8であり、さらに \(a, b, c\) を構成する8つの数字が \(2,0,2,4,0,9,0,8\) と並べることができるならば、\((a, b, c)\) を「ラッキー配列」と呼びます。例えば、\((9,8,202400)\) はラッキー配列です。条件 \(10<a<b<c\) を満たすラッキー配列 \((a, b, c)\) の数は \(\qquad\) です。	591
三角形 \( \triangle ABC \) では、 \( \cos C = \frac{\sin A + \cos A}{2} = \frac{\sin B + \cos B}{2} \) であることがわかっています。 \( \sin C \) の値を求めなさい。	$\frac{3}{4}$
デカルト座標平面では、y 軸上に中心を持ち、双曲線 $\Gamma: x^{2}-y^{2}=1$ の各枝とちょうど 1 点で交わる円を「良い円」と呼びます。定数 $\lambda$ と x 軸上の固定点 $A$ が存在し、2 つの良い円が点 $P$ で外接している場合、それらの中心間の距離が $d=\lambda|PA|$ となるでしょうか。存在する場合は、$\lambda$ と $A$ の x 座標の絶対値の合計を求めなさい。。存在しない場合は、その理由を説明してください。	$2 \sqrt{2} + 1$
四面体 \(ABCD\) において、\(AB \perp BC\)、\(BC \perp CD\) であり、\(AB\)、\(BC\)、\(CD\)、および \(DA\) の長さはそれぞれ \(1\)、\(2\)、\(3\)、および \(4\) です。四面体 \(ABCD\) の体積を求めなさい。	$\frac{2 \sqrt{2}}{3}$
3つの正の整数 \(a, b, c\) の各桁の総和が8で、かつ \(a, b, c\) を構成する8つの数字が \(2, 0, 2, 4, 0, 9, 0, 8\) として並べ替えられる場合、\((a, b, c)\) を「ラッキー配列」と呼びます。たとえば、\((9, 8, 202400)\) はラッキー配列です。 \(10 < a < b < 100\) を満たすラッキー配列 \((a, b, c)\) の数を求めなさい。	291
正の整数 $r$ が与えられたとき、幾何数列 $\{a_n\}_{n \ge 1}$ が公比 $r$ を持ち、全ての正の整数 $n$ に対して $\|a_n\| \geq C$ を満たすような最大の実数 $C$ を求めなさい。（ここで、$\|x\|$ は実数 $x$ から最も近い整数までの距離を表します。）	$\frac{r}{2(r+1)}$
正の整数 $n$ が与えられた。$3 \times n$ のグリッドにおいて、集合 $S$ は、$S$ 内の任意の異なる２つのマス $A, B$ に対して、整数 $l \geq 2$ および $S$ 内の $l$ 個のマス $A=C_{1}, C_{2}, \cdots, C_{l}=B$ が存在し、$C_{i}$ と $C_{i+1}$ が共通の辺を共有している場合 $(i=1,2, \cdots, l-1)$、"連結" と呼ばれる。  次の性質を持つ最大の整数 $K$ を求めよ: グリッドの各マスが黒または白に任意に塗り分けられている場合、黒いマスの数と白いマスの数の絶対差が少なくとも $K$ であるような連結集合 $S$ が必ず存在する。	$n$
次の条件を満たす実数 $ t $  のうち、 $1 $  以上であるものをすべて求めてください：任意の $a,b\in [-1,t]$ に対して、常に$c,d \in [-1,t]$ がが存在し、 $ (a+c)(b+d)=1.$が成り立つ。	$t \in [\frac{3}{2}, 2]$
$a,b,c,d$ は実数で、$a\geq b, c\geq d$ および\[|a|+2|b|+3|c|+4|d|=1.\]を満たしています。$P=(a-b)(b-c)(c-d)$ とすると、$P$ の最大値を求めなさい。	$\frac{1}{324}$
次の性質を満たす最小の正の整数 $k$ を求めなさい：$100\times 100$ のグリッドの各セルが一色に染められており、各色のセルの数が104以下である場合、$k\times 1$ または $1\times k$ の長方形が少なくとも三つの異なる色のセルを含む。	12
任意の正の整数 $n \ge 4$ および任意の集合 $A \subseteq \{1,2,\cdots,n\}$ に対して、$|A| > cn$ のとき、関数 $f:A \to \{1,-1\}$ が $$\left| \sum_{a\in A}a\cdot f(a)\right| \le 1.$$を満たすようにするために必要な $c$ の最小値を求めなさい。	$\frac{2}{3}$
整数 $n\geq4$ が与えられ、$a_1, a_2, \cdots, a_{2n}, b_1, b_2, \cdots, b_{2n}$ が $4n$ 個の非負の実数とします。このとき、 $$a_1+a_2+\cdots+a_{2n}=b_1+b_2+\cdots+b_{2n}>0,$$ さらに任意の $i=1,2,\cdots,2n$ に対して、 $a_ia_{i+2}\geq b_i+b_{i+1},$ ただし $a_{2n+1}=a_1,$ $a_{2n+2}=a_2,$ $b_{2n+1}=b_1$ です。 $a_1+a_2+\cdots+a_{2n}.$の最小値を求めなさい。	16
20個の頂点を持つ凸多角形を考えます。この多角形を三角形分割（18個の三角形に分割）する方法は多数あります。この三角形分割の図形（20個の頂点と、17本の三角形分割辺および元の20本の辺からなる合計37本の辺）を「T-ダイアグラム」と呼びます。このT-ダイアグラムの部分集合で、10本の辺からなり、すべての20個の頂点をカバーする（つまり、部分集合内の任意の2本の辺が同じ頂点を共有しない）ものを、このT-ダイアグラムの「完全マッチング」と呼びます。すべてのT-ダイアグラムの中で、最も多くの「完全マッチング」を持つT-ダイアグラムの「完全マッチング」の最大数を求めてください。	89
整数 $a_1,a_2,\cdots,a_n$ が $1=a_1\le a_2\le \cdots\le a_{2019}=99$ を満たすとします。次の式の最小値 $f_0$ を求めなさい：$$f=(a_1^2+a_2^2+\cdots+a_{2019}^2)-(a_1a_3+a_2a_4+\cdots+a_{2017}a_{2019}).$$	7400
$V$ を、任意の4つの点が同一平面上にない $2019$ 点からなる空間内の集合とし、$E$ をこれらの点を結ぶ辺の集合とします。次の条件を満たす最小の正の整数 $n$ を求めてください：$E$ の要素数が少なくとも $n$ であるとき、以下の条件を満たす $908$ 個の2要素部分集合が存在します。 (1) 各部分集合の2つの辺は共通の頂点を持つ。 (2) いかなる2つの部分集合も交わらない。	2795
集合 $A=\{1,2,\ldots,n\}$ とし、$X$ と $Y$ は $A$ の2つの部分集合（必ずしも異なる必要はない）とします。$\textup{max} X$ を $X$ の最大要素、$\textup{min} Y$ を $Y$ の最小要素と定義します。条件$\textup{max} X > \textup{min} Y$ を満たす2つ組 $(X,Y)$ の個数を求めなさい。	$2^{2n} - 2^{n}(n+1)$
$x_1,x_2,x_3\geq 0$ かつ $x_1+x_2+x_3=1$ とします。$(x_1+3x_2+5x_3)\left(x_1+\frac{x_2}{3}+\frac{x_3}{5}\right).$ の最大値を求めなさい。	$\frac{9}{5}$
数列 $\{a_n\}$ が次のように定義されているとする: $a_1=1, a_{n+1}=\left\{\begin{array}{lcr}a_n+n, & \text{if} & a_n\le n, \\ a_n-n, & \text{if} & a_n>n,\end{array}\right.\quad n=1,2,\cdots.$  $a_r<r\le 3^{2017}$ を満たす正の整数 $r$ の個数を求めよ。	$\frac{3^{2017}-2019}{2}$
$33\times 33$ の正方形グリッドの各マスは、赤、黄色、青のいずれか一色に塗られています。ただし、各色のマスの数は同じです。共通の辺を共有する2つのマスが異なる色で塗られている場合、その共通の辺を「分割の辺」と呼びます。このグリッドでの分割の辺の最小数を求めなさい。	56
$f(x)$を$R$上の奇関数とする。$f(1) = 1$および$f(\frac{x}{x-1}) = xf(x)$ $(\forall x < 0)$が成り立つとき、$f(1)f(\frac{1}{100})+f(\frac{1}{2})f(\frac{1}{99})+f(\frac{1}{3})f(\frac{1}{98})+\cdots +f(\frac{1}{50})f(\frac{1}{51}).$の値を求めよ。	$\frac{2^{98}}{99!}$
$a_1, a_2, \ldots, a_{2016}$ を実数とし、次の条件を満たすものとします: $9a_i \ge 11a^2_{i+1}$ $(i = 1,2,\cdots,2015)$. 以下の式の最大値を求めなさい: $(a_1 - a^2_2)(a_2 - a^2_3) \cdots (a_{2015} - a^2_{2016})(a_{2016} - a^2_1)$.	$\frac{1}{4^{2016}}$
