Le anatre di Janet depongono 16 uova al giorno. Ogni mattina ne mangia tre per colazione e ogni giorno ne usa quattro per fare muffin per i suoi amici. Vende il resto al mercato degli agricoltori ogni giorno a $2 per ogni uovo fresco. Quanti dollari guadagna ogni giorno al mercato degli agricoltori?	18
Una tunica richiede 2 rotoli di fibra blu e la metà di quella quantità di fibra bianca. Quanti rotoli in totale ci vogliono?	3
Josh decide di provare a ristrutturare una casa. Compra una casa per $80,000 e poi investe $50,000 in riparazioni. Questo aumenta il valore della casa del 150%. Quanto profitto ha realizzato?	70000
James decide di fare 3 scatti 3 volte a settimana. Corre 60 metri ogni scatto. Quanti metri in totale corre alla settimana?	540
Ogni giorno, Wendi dà a ciascuno dei suoi polli tre tazze di mangime misto, contenente semi, vermi della farina e verdure per aiutarli a mantenersi in salute. Dà ai polli il loro mangime in tre pasti separati. Al mattino, dà al suo gregge di polli 15 tazze di mangime. Nel pomeriggio, dà ai suoi polli altre 25 tazze di mangime. Quante tazze di mangime deve dare ai suoi polli nell'ultimo pasto della giornata se il numero di polli di Wendi è 20?	20
Kylar è andato al negozio per comprare bicchieri per il suo nuovo appartamento. Un bicchiere costa $5, ma ogni secondo bicchiere costa solo il 60% del prezzo. Kylar vuole comprare 16 bicchieri. Quanto deve pagare per loro?	64
Tolosa ha il doppio delle pecore di Charleston. Charleston ha 4 volte il numero di pecore di Seattle. Quante pecore hanno in totale Tolosa, Charleston e Seattle se Seattle ha 20 pecore?	260
Carla sta scaricando un file di 200 GB. Normalmente può scaricare 2 GB/minuto, ma al 40% del download, Windows forza un riavvio per installare aggiornamenti, che richiede 20 minuti. Poi Carla deve ricominciare il download dall'inizio. Quanto tempo ci vuole per scaricare il file?	160
John guida per 3 ore a una velocità di 60 mph e poi si gira perché si accorge di aver dimenticato qualcosa di molto importante a casa. Cerca di tornare a casa in 4 ore, ma passa le prime 2 ore fermo nel traffico. Trascorre la successiva mezz'ora guidando a una velocità di 30 mph, prima di poter guidare il tempo rimanente delle 4 ore a 80 mph. Quanto dista da casa alla fine di quelle 4 ore?	45
La tariffa oraria di Eliza per le prime 40 ore lavorate ogni settimana è di $10. Riceve anche una paga straordinaria pari a 1,2 volte la sua tariffa oraria normale. Se Eliza ha lavorato 45 ore questa settimana, quanto guadagna questa settimana?	460
