Bata wa Janet hutaga mayai 16 kila siku. Huwa anakula matatu wakati wa staftahi kila asubuhi na huokea marafiki zake mafini kila siku kwa mayai manne. Huwa anauza yaliyosalia katika soko la wakulima kila siku kwa $2 kwa kila yai la bata. Huwa anatengeneza pesa ngapi katika dola kila siku katika soko la wakulima?	18
Joho hutumia komeo 2 za ufumwele wa buluu na nusu ya kiasi hicho cha ufumwele mweupe. Huwa inatumia jumla ya komeo ngapi?	3
Josha anaamua kujaribu kununua nyumba na kuuza kwa faida. Ananunua nyumba kwa $80,000 na kutumia $50,000 kuikarabati. Hii iliongeza thamani ya nyumba hiyo kwa 150%. Alipata faida ya kiasi gani?	70000
James anaamua kukimbia mbio 3 fupi mara 3 kwa wiki. Anakimbia mita 60 kwa kila mbio fupi. Huwa anakimbia jumla ya mita ngapi kwa wiki?	540
Kila siku, Wendi hulisha kila mmoja kati ya kuku wake vikombe vitatu vya chakula mseto cha kuku, kilicho na mbegu, wadudu na mboga ili kusaidia kudumisha afya yao nzuri. Yeye hupatia kuku hao chakula chao katika milo mitatu tofauti. Asubuhi, huwapa kuku wake vikombe 15 vya chakula. Mchana, huwapa kuku wake vikombe vingine 25 vya chakula. Anahitaji kuwapa kuku wake vikombe vingapi vya chakula katika mlo wa mwisho wa siku iwapo idadi ya kuku wa Wendi ni kuku 20?	20
Kylar alienda kwa duka kununua vioo vya jengo lake jipya. Kioo kimoja kinagharimu $5, lakini kila kioo cha pili kinagharimu 60% pekee ya bei. Kylar anataka kununua vioo 16. Anahitaji kulipa pesa ngapi kwa vioo hivyo?	64
Toulouse lina kondoo mara mbili ya idadi ya kondoo katika Charleston. Charleston lina kondoo mara 4 ya idadi ya kondoo katika Seattle. Majiji ya Toulouse, Charleston, na Seattle yana jumla ya kondoo wangapi kwa pamoja iwapo Seattle lina kondoo 20?	260
Carla anapakua faili ya GB 200. Kwa kawaida anaweza kupakua GB 2 kila dakika, lakini akiwa 40% ya upakuaji, Windows hulazimisha kuanza upya ili kupakia visasisho, na huchukua dakika 20. Kisha Carla ni lazima aanze tena kupakua kuanzia mwanzoni. Itamchukua muda gani kupakuafaili hiyo?	160
John huendesha kwa saa 3 kwa kasi ya maili 60 kwa kila saa na kisha kugeuka kwa sababu anagundua kuwa amesahau kitu muhimu sana nyumbani. Anajaribu kurudi nyumbani kwa saa 4 lakini anatumia saa 2 za kwanza katika trafiki isiyosonga. Anatumia nusu saa inayofuata akiendesha kwa kasi ya maili 30 kwa kila saa, kabla ya kuweza kuendesha muda unaosalia kwa saa 4 katika kasi ya maili 80 kwa saa. Yuko umbali upi kutoka nyumbani mwishoni mwa saa hizo 4?	45
Kiwango cha Eliza kila saa kwa saa 40 za kwanza anazofanya kazi kila wiki ni $10. Pia anapokea malipo ya muda wa ziada ya mara 1.2 ya malipo yake ya kawaida ya saa. Iwapo Eliza alifanya kazi kwa saa 45 wiki hii, mapato yake ya wiki hii ni ngapi?	460
Programu mpya ilipakuliwa mara 60 mwezi wa kwanza. Idadi ya upakuaji katika mwezi wa pili ulikuwa mara tatu ya idadi ya upakuaji katika mwezi wa kwanza, lakini ikapungua kwa 30% katika mwezi wa tatu. Programu hiyo ilipakuliwa mara ngapi kwa jumla katika miezi hiyo mitatu?	366
Toula alienda kwenye tanuri mikate na akanunua aina mbalimbali za vitobosho. Alinunua dazeni 3 za donati zinazogharimu $68 kwa kila dazeni, dazeni 2 za keki ndogo zinazogharimu $80 kwa kila dazeni, na dazeni 6 za keki ndogo za jibini kwa $55 kwa kila dazeni. Jumla ya gharama ilikuwa ngapi?	694
Carlos anapanda mlimau. Mti huo utagharimu $90 kuupanda. Kila mwaka utazaa limau 7, anazoweza kuuza kwa $1.5 kila moja. Gharama ya kunyunyiza maji na kulisha mti huo kila mwaka ni $3. Itachukua miaka mingapi kabla ya yeye kuanza kupata mapato kutoka kwa mlimau huo?	13
Melanie ni mfanyabiashara wa nyumba kwa nyumba. Aliuza theluthi moja ya visafishaji vyake vya kuvuta uchafu katika nyumba ya kijani, 2 zaidi kwa nyumba nyekundu, na nusu ya vilivyosalia katika nyumba ya rangi ya chungwa. Iwapo Melanie amesalia na visafishaji 5 vya kuvuta uchafu, alianza na vingapi?	18
Katika darasa la densi lenye wanafunzi 20, 20% walijisajili katika densi ya kisasa, 25% ya waliosalia walijisajili katika densi ya jazi, na wengine waliosalia wakajisajili katika densi ya muziki wa kufoka. Ni asilimia ngapi ya wanafunzi wote walijisajili katika densi ya muziki wa kufoka?	60
Mfanyabiashara anataka kufanya chaguo la ununuzi kati ya mipango 2 ya ununuzi: mapambo ya kito yenye thamani ya $5,000 au vifaa vya eletroniki vyenye thamani ya $8,000. Mshauri wake wa kifedha anakadiria kuwa soko la mapambo ya kito litapanda hadi 2.5% huku soko la vifaa vya elektroniki litapanda hadi 1.2% ndani ya mwezi huo mmoja. Iwapo mfanyabiashara huyo anataka kuwa na faida za juu zaidi mwishoni mwa mwezi huu kwa kufanya chaguo, hii itakuwa faida ya kiasi gani?	125
Treni mbili zimetoka San Rafael kwa wakati mmoja. Zimeanza kusafiri kwenda upande wa Magharibi, zote mbili zinaenda umbali wa maili 80. Siku inayofuata, zinasafiri kwenda upande wa Kaskazini, umbali wa maili 150. Umbali ambao treni hizo mbili zilienda kwa siku hizo mbili ni gani?	230
Jill analipwa $20 kila saa kufunza na $30 kuwa kocha wa mashabiki. Iwapo huwa anafanya kazi wiki 50 kwa mwaka, saa 35 kwa wiki kama mwalimu na saa 15 kama kocha, mshahara wake wa kila mwaka ni ngapi?	57500
Claire huandaa kimanda chenye mayai 3 kila asubuhi wakati wa staftahi. Atakula dazeni ngapi za mayai baada katika wiki 4?	7
Marissa anatembea masafa marefu ya maili 12. Alitumia saa 1 kutembea maili 4 za kwanza, kisha saa nyingine moja kutembea maili mbili zinazofuata. Iwapo anataka kasi yake ya wastani iwe maili 4 kwa saa, anahitaji kutembea kwa kasi (katika maili kwa saa) gani kwa umbali unaosalia?	6
Nina lita 10 za kinywaji cha chungwa ambacho theluthi mbili zake ni maji na ningependelea kukiongeza kwenye lita 15 za kinyaji cha nanasi ambacho humusi tatu zake ni maji. Lakini ninapokimimina, nimemwaga lita moja ya kinywaji cha chungwa. Kiasi kipi cha maji kipo kwenye lita 24 zinazosalia?	15
Raymond na Samantha ni binamu. Raymond alizaliwa miaka 6 kabla ya Samantha. Raymond alipata mwana akiwa na umri wa miaka 23. Iwapo Samantha sasa ana umri wa miaka 31, mwana wa Raymond alizaliwa miaka mingapi iliyopita?	14
